case_name,geom_name,split,alt_kft,Re,M_inf,alpha_deg,beta_deg,CL,CD,CMy,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
case_0877,geom_087,train,28.73,42010000.0,0.435,-1.899,0.0,-0.108082921095,0.005778748072,0.075415143329,193.9,113.7,509.9,1000.0,636.3,277.6,76.02,44.0,40.27,32.98
case_0878,geom_087,train,11.62,6404000.0,0.06593,6.045,0.0,0.357372296218,0.017291758442,-0.253630919777,193.9,113.7,509.9,1000.0,636.3,277.6,76.02,44.0,40.27,32.98
case_0879,geom_087,train,18.55,2071000.0,0.1025,17.74,0.0,1.0279221575,0.104149397372,-0.725472685844,193.9,113.7,509.9,1000.0,636.3,277.6,76.02,44.0,40.27,32.98
case_0880,geom_088,train,27.2,6377000.0,0.1282,-4.592,0.0,-0.184651587961,0.01078930367,0.099468387781,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0881,geom_088,train,7.042,33940000.0,0.1865,15.02,0.0,0.626032843346,0.068472469454,-0.347466369727,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0882,geom_088,train,34.72,18750000.0,0.3639,-2.893,0.0,-0.118366896317,0.006872993682,0.063588482759,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0883,geom_088,train,31.21,8723000.0,0.3905,19.15,0.0,0.816111317594,0.115660084688,-0.459101556711,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0884,geom_088,train,13.21,3955000.0,0.155,3.204,0.0,0.134502616803,0.008507199068,-0.073003603065,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0885,geom_088,train,11.44,25130000.0,0.2727,8.371,0.0,0.352029667328,0.024370485068,-0.192271010939,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0886,geom_088,train,20.5,3810000.0,0.08442,13.29,0.0,0.55052187272,0.055049370882,-0.304228981483,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0887,geom_088,train,0.6297,6548000.0,0.4348,-8.893,0.0,-0.374851141431,0.027928090306,0.203683200231,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0888,geom_088,train,38.32,28220000.0,0.4651,7.295,0.0,0.317577250053,0.020486697899,-0.173297544392,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0889,geom_088,train,18.02,27740000.0,0.2858,0.6526,0.0,0.030171299042,0.004554561368,-0.016579455234,148.1,66.33,302.6,1000.0,680.5,271.4,83.0,45.55,44.09,33.13
case_0890,geom_089,train,2.669,385800.0,0.05743,11.38,0.0,0.678876118435,0.050570779807,-0.476654172385,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0891,geom_089,train,28.91,23260000.0,0.2417,-8.321,0.0,-0.488674707197,0.026897120836,0.339541493239,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0892,geom_089,train,13.18,10420000.0,0.1641,2.279,0.0,0.142641234678,0.007347462651,-0.100833709217,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0893,geom_089,train,5.017,16960000.0,0.2044,9.504,0.0,0.574675467622,0.034959785324,-0.40346953327,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0894,geom_089,train,38.72,4205000.0,0.1045,-2.364,0.0,-0.132334148936,0.007888826649,0.09135983595,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0895,geom_089,train,9.127,25390000.0,0.4692,-6.298,0.0,-0.388528863913,0.018592254943,0.2714681932,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0896,geom_089,train,22.08,7764000.0,0.3845,14.95,0.0,0.927543214599,0.083848502588,-0.653104382616,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0897,geom_089,train,35.9,23610000.0,0.4345,18.97,0.0,1.183493276694,0.133424422036,-0.832609779025,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0898,geom_089,train,19.06,35860000.0,0.3247,1.844,0.0,0.11971386115,0.006033803356,-0.085009762402,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0899,geom_089,train,27.23,18600000.0,0.2873,5.644,0.0,0.348513580475,0.015960046606,-0.245305177661,195.3,134.1,510.1,1000.0,665.6,208.6,63.54,44.09,41.97,24.98
case_0900,geom_090,train,11.58,15050000.0,0.1392,7.132,0.0,0.391005143388,0.01795393271,-0.35869279111,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0901,geom_090,train,12.3,3895000.0,0.2248,3.701,0.0,0.209899510007,0.009236284483,-0.193782314512,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0902,geom_090,train,33.38,2491000.0,0.1605,-3.948,0.0,-0.200996419417,0.009501860025,0.181808229891,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0903,geom_090,train,6.781,13030000.0,0.2777,13.73,0.0,0.755175319527,0.05549517204,-0.690686740072,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0905,geom_090,train,16.27,27120000.0,0.343,10.48,0.0,0.587606601985,0.034586179899,-0.539569149551,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0906,geom_090,train,20.72,8774000.0,0.08643,14.89,0.0,0.799318788964,0.06229168568,-0.727876771543,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0908,geom_090,train,27.05,20200000.0,0.4309,19.59,0.0,1.099750548755,0.113176131942,-1.001006611283,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0909,geom_090,train,1.099,20680000.0,0.2537,0.7472,0.0,0.050658381258,0.004618851379,-0.048036315313,128.3,164.9,643.7,1000.0,765.8,210.0,69.24,58.05,46.81,28.32
case_0910,geom_091,train,39.88,8325000.0,0.2656,-7.562,0.0,-0.412242939881,0.019347925844,0.321912011921,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0911,geom_091,train,15.24,42590000.0,0.3235,17.15,0.0,0.987267208078,0.083633883942,-0.782414373257,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0912,geom_091,train,3.454,27010000.0,0.4869,5.925,0.0,0.363641974182,0.015028102704,-0.291366849116,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0913,geom_091,train,6.461,1827000.0,0.3699,1.475,0.0,0.097451334684,0.007637544938,-0.079233594475,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0915,geom_091,train,22.12,10890000.0,0.09411,13.44,0.0,0.760920493278,0.052070629525,-0.603692058408,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0916,geom_091,train,8.146,10450000.0,0.3001,3.233,0.0,0.195929325081,0.008434258079,-0.15699505089,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0917,geom_091,train,32.74,7573000.0,0.2203,-4.161,0.0,-0.220180888394,0.009683260934,0.171277333684,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0918,geom_091,train,24.03,12140000.0,0.1664,9.948,0.0,0.569173765586,0.031037890329,-0.452454288739,178.7,50.51,671.5,1000.0,686.9,248.0,86.04,42.15,50.8,39.79
case_0920,geom_092,train,3.17,9962000.0,0.2384,-6.778,0.0,-0.332019499346,0.017085709651,0.269512011797,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0921,geom_092,train,13.1,3312000.0,0.07755,9.954,0.0,0.498075852778,0.03267266054,-0.40772384923,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0923,geom_092,train,24.95,37240000.0,0.4654,2.236,0.0,0.123789114668,0.005892106403,-0.102675084026,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0924,geom_092,train,31.76,7580000.0,0.1348,11.61,0.0,0.581485117315,0.041945149019,-0.475714511171,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0925,geom_092,train,38.16,14210000.0,0.3485,-8.76,0.0,-0.437830337856,0.025722323887,0.356011834775,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0926,geom_092,train,9.179,36760000.0,0.2285,14.58,0.0,0.735161469585,0.063480958707,-0.601734784037,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0927,geom_092,train,33.6,4266000.0,0.1583,7.708,0.0,0.388632472113,0.021850839048,-0.318277409557,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0928,geom_092,train,16.99,1098000.0,0.4023,17.33,0.0,0.896616888921,0.095287750426,-0.736980908708,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0929,geom_092,train,4.248,28840000.0,0.2791,1.778,0.0,0.095616191854,0.005376003466,-0.079135848058,134.6,148.4,465.3,1000.0,800.5,233.0,62.79,56.22,44.73,33.12
case_0930,geom_093,train,30.38,21610000.0,0.2759,19.54,0.0,1.015511140898,0.132486953864,-0.950175988898,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0932,geom_093,train,16.12,48020000.0,0.4185,9.68,0.0,0.521474653808,0.03735140579,-0.489638807551,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0933,geom_093,train,32.9,2481000.0,0.3404,5.421,0.0,0.28930450599,0.017004614985,-0.271200223079,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0935,geom_093,train,9.424,6014000.0,0.1163,-0.5584,0.0,-0.026106264535,0.006403808864,0.023568495144,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0938,geom_093,train,20.78,17840000.0,0.2391,-5.81,0.0,-0.299273616077,0.016265606872,0.277849848289,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0939,geom_093,train,25.13,2203000.0,0.05805,14.04,0.0,0.725144945436,0.070921542725,-0.677487884988,177.7,158.8,321.0,1000.0,840.6,230.9,67.7,57.01,51.94,39.46
case_0940,geom_094,train,5.952,34970000.0,0.2829,9.536,0.0,0.340405183321,0.026307830788,-0.226593156879,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0941,geom_094,train,9.072,14050000.0,0.2157,4.114,0.0,0.146570572631,0.008092684047,-0.097472872455,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0942,geom_094,train,18.01,6372000.0,0.2536,15.52,0.0,0.546488843271,0.064146879714,-0.364429424228,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0943,geom_094,train,20.2,10010000.0,0.1363,-0.4404,0.0,-0.015088444982,0.004106927815,0.009800966032,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0944,geom_094,train,34.91,15500000.0,0.4225,7.949,0.0,0.290491803985,0.020398987362,-0.193897691319,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0946,geom_094,train,28.65,146200.0,0.05237,11.2,0.0,0.39196825765,0.03777132159,-0.260970330842,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0947,geom_094,train,14.21,49680000.0,0.3322,-3.339,0.0,-0.119572550225,0.006151624723,0.079191948821,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0948,geom_094,train,37.44,9672000.0,0.1627,17.25,0.0,0.60078389075,0.076863275355,-0.40042612606,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0949,geom_094,train,0.6981,30340000.0,0.4977,-7.053,0.0,-0.260220777786,0.016848338673,0.173322329063,101.7,180.7,224.4,1000.0,607.5,265.9,88.49,47.68,52.21,36.29
case_0950,geom_095,train,22.63,46690000.0,0.4964,3.61,0.0,0.222052014824,0.008927778787,-0.195531933434,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0951,geom_095,train,18.2,8684000.0,0.3949,17.64,0.0,1.014990789803,0.100931678083,-0.880655793419,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0952,geom_095,train,32.0,15320000.0,0.2744,-8.8,0.0,-0.486477996495,0.027078572662,0.418483382656,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0953,geom_095,train,24.55,23770000.0,0.415,13.08,0.0,0.763809313217,0.058146497134,-0.66618350899,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0954,geom_095,train,33.7,5528000.0,0.1407,-6.346,0.0,-0.344103353554,0.016890204848,0.295176206404,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0955,geom_095,train,7.216,53810000.0,0.3054,-1.897,0.0,-0.09989710765,0.005452795968,0.084909983329,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0956,geom_095,train,1.088,12630000.0,0.2149,-0.8925,0.0,-0.042472959028,0.005543061278,0.035141704898,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0957,geom_095,train,39.97,112900.0,0.07127,8.599,0.0,0.483537389533,0.031604726421,-0.42073353786,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0958,geom_095,train,9.874,7713000.0,0.1181,15.61,0.0,0.870175433617,0.075720070153,-0.752321756582,162.5,151.4,540.1,1000.0,815.6,213.8,78.68,49.35,47.49,38.09
case_0960,geom_096,train,36.03,4557000.0,0.2884,3.188,0.0,0.193824299147,0.008655647726,-0.170830251913,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0962,geom_096,train,12.6,10720000.0,0.08323,16.15,0.0,0.912779717872,0.07375235967,-0.787195519271,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0963,geom_096,train,11.01,11240000.0,0.181,-9.012,0.0,-0.500240993338,0.025769057713,0.429343348237,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0964,geom_096,train,32.34,1817000.0,0.3759,-5.653,0.0,-0.320978713829,0.014915300739,0.276733591584,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0965,geom_096,train,2.354,49440000.0,0.2307,6.386,0.0,0.375055610557,0.015451288343,-0.327712138044,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0966,geom_096,train,22.12,5252000.0,0.2288,10.05,0.0,0.58342251839,0.033049820831,-0.508265837197,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0967,geom_096,train,26.53,31860000.0,0.4958,19.88,0.0,1.189481230464,0.120953918673,-1.029941930967,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0968,geom_096,train,31.06,4644000.0,0.1168,-1.861,0.0,-0.095902805864,0.006500005149,0.081009203397,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0969,geom_096,train,17.97,41320000.0,0.3427,12.67,0.0,0.745654960422,0.049465375502,-0.650012317623,174.0,139.9,625.1,1000.0,580.7,238.7,76.57,47.68,46.47,37.14
case_0971,geom_097,train,32.33,10350000.0,0.4713,-8.697,0.0,-0.52863179797,0.033920083128,0.504518278326,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0972,geom_097,train,23.75,11350000.0,0.1497,2.751,0.0,0.164264941042,0.008575713252,-0.157098507032,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0973,geom_097,train,39.07,13320000.0,0.36,0.7723,0.0,0.050107415746,0.006044714513,-0.048885734169,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0975,geom_097,train,31.71,27020000.0,0.3849,-1.686,0.0,-0.098053898641,0.00630205328,0.0926102037,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0976,geom_097,train,11.63,291700.0,0.07099,9.981,0.0,0.581866758801,0.043587040372,-0.553403781031,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0977,geom_097,train,4.644,11620000.0,0.3067,14.19,0.0,0.841492238264,0.07716198461,-0.800952600964,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0978,geom_097,train,3.174,22340000.0,0.2189,19.52,0.0,1.132672113263,0.13673532048,-1.071159780809,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0979,geom_097,train,13.28,12110000.0,0.2332,12.16,0.0,0.716247547441,0.057307342181,-0.681218548857,191.0,178.0,397.6,1000.0,839.3,211.3,77.37,48.65,58.76,29.83
case_0980,geom_098,train,21.63,20580000.0,0.2428,-6.73,0.0,-0.297139701292,0.018055877864,0.177839448617,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0982,geom_098,train,8.787,24130000.0,0.3424,-7.596,0.0,-0.339800618597,0.022179588941,0.203560054383,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0983,geom_098,train,24.91,918100.0,0.1076,12.21,0.0,0.536852286549,0.051502105464,-0.323649449738,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0984,geom_098,train,4.295,42300000.0,0.4612,-0.6556,0.0,-0.029114167371,0.004133587512,0.017225384419,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0985,geom_098,train,1.551,4555000.0,0.08574,8.085,0.0,0.356545478252,0.024923647393,-0.214392939121,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0986,geom_098,train,17.72,3410000.0,0.1933,5.876,0.0,0.261334740335,0.015985129147,-0.157110519595,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0987,geom_098,train,33.33,9726000.0,0.1522,19.56,0.0,0.854279850616,0.121226359545,-0.517683884084,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0988,geom_098,train,13.76,61340000.0,0.4463,14.71,0.0,0.673228697869,0.074765364779,-0.407161443539,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0989,geom_098,train,30.01,19810000.0,0.4068,-2.685,0.0,-0.121295075364,0.006646060407,0.072511777774,132.2,199.9,262.9,1000.0,695.0,247.4,81.2,43.45,40.53,29.16
case_0990,geom_099,train,33.61,11050000.0,0.1873,-0.5006,0.0,-0.015891257871,0.004616051336,0.009898661602,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0991,geom_099,train,22.86,40330000.0,0.4934,10.36,0.0,0.445130843876,0.034357763185,-0.291664974718,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0992,geom_099,train,11.69,6530000.0,0.1127,-7.066,0.0,-0.275352191639,0.016723173591,0.177721029762,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0993,geom_099,train,25.72,43440000.0,0.4401,17.79,0.0,0.753480555128,0.093652964388,-0.500810051302,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0994,geom_099,train,5.561,8684000.0,0.07684,3.753,0.0,0.152560523288,0.008275862156,-0.098872709337,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0995,geom_099,train,15.28,15030000.0,0.2301,15.64,0.0,0.639622337507,0.068965716934,-0.422693755551,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0996,geom_099,train,1.214,32590000.0,0.1773,-5.753,0.0,-0.224520367442,0.011858958257,0.144617960748,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0997,geom_099,train,29.33,4833000.0,0.3548,5.128,0.0,0.213885248026,0.012065826187,-0.13891937552,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_0999,geom_099,train,18.63,3135000.0,0.3174,12.31,0.0,0.508377506061,0.045637067062,-0.333998323876,119.9,78.7,358.3,1000.0,788.7,211.4,66.2,58.11,45.46,25.0
case_1000,geom_100,train,31.42,1790000.0,0.1067,-2.264,0.0,-0.115938937875,0.007773418696,0.092347600614,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1001,geom_100,train,17.25,830200.0,0.3256,2.999,0.0,0.185389814237,0.010091865306,-0.152228189814,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1002,geom_100,train,26.28,22110000.0,0.2276,12.65,0.0,0.732241198826,0.049171688741,-0.594733087941,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1003,geom_100,train,10.89,9537000.0,0.2651,-8.638,0.0,-0.48131355754,0.024692146368,0.387089829809,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1004,geom_100,train,33.55,33350000.0,0.4715,8.491,0.0,0.523971986719,0.026679807845,-0.428883557515,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1005,geom_100,train,4.874,34130000.0,0.285,16.4,0.0,0.950447292403,0.080049114484,-0.769404640176,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1006,geom_100,train,14.09,19930000.0,0.1843,0.4487,0.0,0.036736372623,0.004939411418,-0.031248421796,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1007,geom_100,train,36.49,16940000.0,0.4525,18.28,0.0,1.097532037888,0.105505748254,-0.891069787444,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1008,geom_100,train,1.102,8994000.0,0.05214,-4.63,0.0,-0.247978108483,0.010526759789,0.198727926017,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1009,geom_100,train,20.06,19120000.0,0.3873,6.417,0.0,0.38930453626,0.017065898186,-0.318317768093,177.0,70.21,626.9,1000.0,604.5,262.8,77.85,53.78,44.91,29.01
case_1010,geom_101,train,29.1,33520000.0,0.4041,-3.216,0.0,-0.166295191035,0.007135035315,0.11353444699,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1011,geom_101,train,16.61,41230000.0,0.3608,0.8921,0.0,0.053028304603,0.004333638138,-0.037236598056,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1012,geom_101,train,23.53,14830000.0,0.3004,5.87,0.0,0.312970679892,0.014930551938,-0.215787544118,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1013,geom_101,train,12.36,10690000.0,0.4663,13.12,0.0,0.719731871132,0.060115112177,-0.497420174988,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1014,geom_101,train,39.6,8295000.0,0.2071,-4.742,0.0,-0.238445485044,0.011091425532,0.162508681886,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1015,geom_101,train,4.268,30020000.0,0.2515,3.921,0.0,0.209241698134,0.008812885084,-0.144392618329,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1016,geom_101,train,1.857,467000.0,0.07785,8.112,0.0,0.419431359137,0.026093630213,-0.288593327561,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1017,geom_101,train,32.49,3533000.0,0.1603,15.73,0.0,0.809217185309,0.076722854697,-0.554924176545,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1018,geom_101,train,25.96,3830000.0,0.09601,-8.885,0.0,-0.445718767134,0.027071270742,0.30366085061,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1019,geom_101,train,11.57,66660000.0,0.4411,19.89,0.0,1.067593521579,0.128270407951,-0.733816636648,149.7,153.9,463.6,1000.0,608.6,184.6,65.64,48.48,41.29,24.8
case_1020,geom_102,train,12.45,11610000.0,0.4233,19.99,0.0,0.958989999704,0.116913901763,-0.65818272359,132.5,164.4,406.3,1000.0,582.3,240.8,80.3,42.38,47.66,34.88
case_1021,geom_102,train,2.713,40390000.0,0.4959,-6.083,0.0,-0.298336979094,0.014444340425,0.20500683936,132.5,164.4,406.3,1000.0,582.3,240.8,80.3,42.38,47.66,34.88
case_1023,geom_102,train,36.61,4972000.0,0.1164,10.86,0.0,0.508789906617,0.035905807795,-0.349210801329,132.5,164.4,406.3,1000.0,582.3,240.8,80.3,42.38,47.66,34.88
case_1024,geom_102,train,35.89,6491000.0,0.1819,-2.715,0.0,-0.123478736111,0.006653737623,0.083908040893,132.5,164.4,406.3,1000.0,582.3,240.8,80.3,42.38,47.66,34.88
